transactionid,date,year,month,quarter,productkey,geokey,channelkey,segmentkey,quantity,unitprice_usd,discount_pct,revenue_usd,revenue_local,currency,cogs_usd,margin_usd,margin_pct
9715,2023-08-10,2023,8,Q3,203,3,7,3,1,90.68,4.8,86.35,359791.67,COP,24.18,62.17,72.0
31080,2023-08-11,2023,8,Q3,111,3,2,2,7,16.45,0.0,115.13,479708.33,COP,41.45,73.68,64.0
9139,2023-08-11,2023,8,Q3,110,2,2,2,2,14.16,5.7,26.71,133.55,BRL,10.15,16.56,62.0
21002,2023-08-11,2023,8,Q3,111,4,3,2,4,16.74,2.6,65.23,24159.26,ARS,23.48,41.75,64.0
18970,2023-08-11,2023,8,Q3,203,2,3,3,1,97.35,0.8,96.58,482.9,BRL,27.04,69.54,72.0
8067,2023-08-11,2023,8,Q3,105,1,1,1,3,15.39,6.8,43.0,741.38,MXN,16.34,26.66,62.0
12798,2023-08-11,2023,8,Q3,206,1,7,4,2,61.94,3.0,120.21,2072.59,MXN,36.06,84.15,70.0
31890,2023-08-11,2023,8,Q3,204,2,7,3,4,41.88,3.6,161.55,807.75,BRL,48.46,113.09,70.0
2831,2023-08-11,2023,8,Q3,301,3,5,2,3,34.85,3.6,100.76,419833.33,COP,35.27,65.49,65.0
16467,2023-08-11,2023,8,Q3,114,5,7,2,5,10.08,0.2,50.29,45718.18,CLP,16.09,34.2,68.0
11386,2023-08-11,2023,8,Q3,113,3,3,3,5,15.22,0.3,75.84,316000.0,COP,30.34,45.5,60.0
17883,2023-08-11,2023,8,Q3,307,2,3,5,4,31.04,2.5,121.01,605.05,BRL,41.14,79.87,66.0
13762,2023-08-11,2023,8,Q3,114,1,2,2,3,10.06,1.4,29.74,512.76,MXN,9.52,20.22,68.0
30586,2023-08-11,2023,8,Q3,304,2,5,2,3,46.97,4.3,134.89,674.45,BRL,51.26,83.63,62.0
8164,2023-08-11,2023,8,Q3,206,4,4,3,2,66.67,0.8,132.32,49007.41,ARS,39.7,92.62,70.0
26095,2023-08-11,2023,8,Q3,113,1,6,1,5,15.08,2.3,73.68,1270.34,MXN,29.47,44.21,60.0
17436,2023-08-11,2023,8,Q3,107,5,1,2,5,15.22,9.2,69.12,62836.36,CLP,27.65,41.47,60.0
1928,2023-08-11,2023,8,Q3,409,1,6,3,1,35.67,4.8,33.95,585.34,MXN,12.22,21.73,64.0
31871,2023-08-11,2023,8,Q3,303,2,5,2,4,26.89,2.1,105.28,526.4,BRL,36.85,68.43,65.0
1746,2023-08-11,2023,8,Q3,210,5,4,3,2,51.78,2.8,100.69,91536.36,CLP,32.22,68.47,68.0
11639,2023-08-11,2023,8,Q3,110,3,4,3,4,13.98,3.2,54.16,225666.67,COP,20.58,33.58,62.0
18638,2023-08-11,2023,8,Q3,105,5,1,3,3,15.64,3.2,45.42,41290.91,CLP,17.26,28.16,62.0
9856,2023-08-11,2023,8,Q3,203,1,3,4,1,93.37,1.5,91.93,1585.0,MXN,25.74,66.19,72.0
4324,2023-08-11,2023,8,Q3,206,2,7,4,2,61.69,3.5,119.02,595.1,BRL,35.71,83.31,70.0
13398,2023-08-11,2023,8,Q3,210,5,4,4,1,52.49,1.9,51.48,46800.0,CLP,16.47,35.01,68.0
19537,2023-08-11,2023,8,Q3,206,2,4,4,2,63.76,3.9,122.55,612.75,BRL,36.76,85.79,70.0
16378,2023-08-11,2023,8,Q3,109,3,6,2,6,20.97,5.1,119.38,497416.67,COP,44.17,75.21,63.0
11544,2023-08-11,2023,8,Q3,101,3,3,2,2,24.11,2.6,46.98,195750.0,COP,17.85,29.13,62.0
12809,2023-08-11,2023,8,Q3,110,1,1,1,5,13.82,11.5,61.13,1053.97,MXN,23.23,37.9,62.0
700,2023-08-11,2023,8,Q3,305,3,5,2,1,22.78,1.1,22.52,93833.33,COP,8.11,14.41,64.0
12780,2023-08-11,2023,8,Q3,207,1,3,4,1,106.48,1.6,104.81,1807.07,MXN,29.35,75.46,72.0
1252,2023-08-11,2023,8,Q3,203,4,3,4,2,90.3,3.5,174.35,64574.07,ARS,48.82,125.53,72.0
25650,2023-08-11,2023,8,Q3,207,3,4,4,2,114.81,4.6,219.04,912666.67,COP,61.33,157.71,72.0
16710,2023-08-11,2023,8,Q3,208,5,3,3,1,55.9,0.9,55.37,50336.36,CLP,17.72,37.65,68.0
16698,2023-08-11,2023,8,Q3,105,1,4,1,2,14.76,2.3,28.84,497.24,MXN,10.96,17.88,62.0
29503,2023-08-11,2023,8,Q3,114,5,4,2,6,10.06,0.9,59.83,54390.91,CLP,19.15,40.68,68.0
22211,2023-08-11,2023,8,Q3,110,2,2,1,2,13.97,12.3,24.48,122.4,BRL,9.3,15.18,62.0
10769,2023-08-12,2023,8,Q3,406,4,1,6,3,18.15,9.6,49.22,18229.63,ARS,18.7,30.52,62.0
28759,2023-08-12,2023,8,Q3,101,1,3,3,4,22.5,2.1,88.09,1518.79,MXN,33.47,54.62,62.0
21516,2023-08-12,2023,8,Q3,111,1,3,2,5,17.42,4.0,83.63,1441.9,MXN,30.11,53.52,64.0
8855,2023-08-12,2023,8,Q3,306,3,5,5,5,37.42,1.2,184.9,770416.67,COP,68.41,116.49,63.0
24627,2023-08-12,2023,8,Q3,104,2,4,3,3,18.67,2.3,54.74,273.7,BRL,21.9,32.84,60.0
20552,2023-08-12,2023,8,Q3,402,1,6,6,2,28.41,7.1,52.76,909.66,MXN,18.47,34.29,65.0
19652,2023-08-12,2023,8,Q3,104,1,1,2,3,19.67,6.1,55.45,956.03,MXN,22.18,33.27,60.0
11490,2023-08-12,2023,8,Q3,203,1,3,3,1,95.03,1.2,93.9,1618.97,MXN,26.29,67.61,72.0
16396,2023-08-12,2023,8,Q3,112,2,3,3,5,10.68,3.8,51.37,256.85,BRL,19.52,31.85,62.0
19571,2023-08-12,2023,8,Q3,206,4,4,3,2,67.16,1.4,132.45,49055.56,ARS,39.73,92.72,70.0
31837,2023-08-12,2023,8,Q3,112,2,4,1,2,11.22,1.9,22.0,110.0,BRL,8.36,13.64,62.0
4965,2023-08-12,2023,8,Q3,204,3,4,4,1,41.38,4.0,39.71,165458.33,COP,11.91,27.8,70.0
6482,2023-08-12,2023,8,Q3,305,2,4,2,4,21.89,1.1,86.62,433.1,BRL,31.18,55.44,64.0
31868,2023-08-12,2023,8,Q3,202,4,3,4,1,50.85,0.7,50.52,18711.11,ARS,16.17,34.35,68.0
14581,2023-08-12,2023,8,Q3,406,2,3,3,3,19.34,2.8,56.37,281.85,BRL,21.42,34.95,62.0
19949,2023-08-12,2023,8,Q3,307,1,5,5,6,30.42,2.0,178.85,3083.62,MXN,60.81,118.04,66.0
7323,2023-08-12,2023,8,Q3,301,3,4,2,6,34.82,1.5,205.77,857375.0,COP,72.02,133.75,65.0
6782,2023-08-12,2023,8,Q3,405,2,6,3,1,25.56,3.7,24.62,123.1,BRL,8.62,16.0,65.0
30601,2023-08-12,2023,8,Q3,305,1,5,5,4,21.0,1.5,82.77,1427.07,MXN,29.8,52.97,64.0
7126,2023-08-12,2023,8,Q3,202,1,3,4,1,53.93,1.7,53.02,914.14,MXN,16.97,36.05,68.0
3828,2023-08-12,2023,8,Q3,109,1,2,2,4,19.94,0.5,79.37,1368.45,MXN,29.37,50.0,63.0
19236,2023-08-12,2023,8,Q3,202,4,3,4,1,50.16,0.5,49.94,18496.3,ARS,15.98,33.96,68.0
13578,2023-08-12,2023,8,Q3,403,1,1,6,2,24.59,9.3,44.63,769.48,MXN,16.07,28.56,64.0
22284,2023-08-12,2023,8,Q3,407,4,3,6,2,17.57,1.9,34.49,12774.07,ARS,12.76,21.73,63.0
6821,2023-08-12,2023,8,Q3,407,5,6,3,1,16.54,1.4,16.31,14827.27,CLP,6.03,10.28,63.0
31153,2023-08-12,2023,8,Q3,113,1,4,3,2,15.31,1.0,30.33,522.93,MXN,12.13,18.2,60.0
30355,2023-08-12,2023,8,Q3,208,2,3,3,2,53.38,2.0,104.59,522.95,BRL,33.47,71.12,68.0
29705,2023-08-12,2023,8,Q3,202,2,3,4,1,51.42,3.9,49.39,246.95,BRL,15.8,33.59,68.0
20005,2023-08-12,2023,8,Q3,208,1,3,3,1,55.68,1.6,54.8,944.83,MXN,17.54,37.26,68.0
25936,2023-08-12,2023,8,Q3,108,3,4,3,6,10.39,1.6,61.36,255666.67,COP,21.48,39.88,65.0
2289,2023-08-12,2023,8,Q3,104,3,2,1,3,19.45,14.5,49.93,208041.67,COP,19.97,29.96,60.0
5118,2023-08-12,2023,8,Q3,402,5,6,6,1,27.94,12.8,24.37,22154.55,CLP,8.53,15.84,65.0
7684,2023-08-12,2023,8,Q3,105,5,3,3,3,14.36,3.4,41.61,37827.27,CLP,15.81,25.8,62.0
30109,2023-08-12,2023,8,Q3,112,1,7,3,3,10.79,2.8,31.46,542.41,MXN,11.95,19.51,62.0
21433,2023-08-13,2023,8,Q3,103,2,2,2,3,13.35,2.4,39.09,195.45,BRL,13.68,25.41,65.0
7171,2023-08-13,2023,8,Q3,301,1,4,2,4,32.89,3.7,126.69,2184.31,MXN,44.34,82.35,65.0
19644,2023-08-13,2023,8,Q3,403,1,4,6,2,24.66,2.7,47.99,827.41,MXN,17.28,30.71,64.0
4761,2023-08-13,2023,8,Q3,108,1,1,3,3,9.96,1.6,29.41,507.07,MXN,10.29,19.12,65.0
13621,2023-08-13,2023,8,Q3,207,1,7,3,1,113.48,3.5,109.47,1887.41,MXN,30.65,78.82,72.0
21929,2023-08-13,2023,8,Q3,204,4,4,4,2,40.81,0.3,81.34,30125.93,ARS,24.4,56.94,70.0
20469,2023-08-13,2023,8,Q3,110,4,6,2,3,13.42,7.6,37.19,13774.07,ARS,14.13,23.06,62.0
6910,2023-08-13,2023,8,Q3,210,5,3,4,1,50.65,2.9,49.16,44690.91,CLP,15.73,33.43,68.0
25184,2023-08-13,2023,8,Q3,405,4,1,6,1,25.4,14.7,21.67,8025.93,ARS,7.58,14.09,65.0
16625,2023-08-13,2023,8,Q3,305,2,5,5,3,21.0,3.1,61.03,305.15,BRL,21.97,39.06,64.0
4376,2023-08-13,2023,8,Q3,301,3,4,5,5,32.73,3.5,157.84,657666.67,COP,55.24,102.6,65.0
31469,2023-08-13,2023,8,Q3,205,4,4,3,1,114.37,1.8,112.36,41614.81,ARS,31.46,80.9,72.0
23248,2023-08-13,2023,8,Q3,305,2,5,5,4,21.48,4.8,81.79,408.95,BRL,29.44,52.35,64.0
3052,2023-08-13,2023,8,Q3,106,5,1,2,2,13.31,6.7,24.83,22572.73,CLP,8.94,15.89,64.0
28540,2023-08-13,2023,8,Q3,403,3,4,3,3,22.81,4.9,65.09,271208.33,COP,23.43,41.66,64.0
2487,2023-08-13,2023,8,Q3,304,4,5,2,4,44.61,2.8,173.51,64262.96,ARS,65.93,107.58,62.0
20968,2023-08-13,2023,8,Q3,202,4,4,3,1,52.44,0.9,51.99,19255.56,ARS,16.64,35.35,68.0
3581,2023-08-13,2023,8,Q3,108,3,4,2,3,9.74,4.8,27.81,115875.0,COP,9.73,18.08,65.0
31743,2023-08-13,2023,8,Q3,108,2,3,2,6,9.56,2.5,55.96,279.8,BRL,19.59,36.37,65.0
8916,2023-08-13,2023,8,Q3,101,4,7,2,5,23.45,4.5,111.97,41470.37,ARS,42.55,69.42,62.0
15419,2023-08-13,2023,8,Q3,403,1,6,3,2,24.53,13.4,42.5,732.76,MXN,15.3,27.2,64.0
12437,2023-08-13,2023,8,Q3,402,5,1,6,1,26.82,7.4,24.85,22590.91,CLP,8.7,16.15,65.0
1984,2023-08-13,2023,8,Q3,105,3,4,2,5,14.8,1.2,73.13,304708.33,COP,27.79,45.34,62.0
31867,2023-08-14,2023,8,Q3,103,2,7,3,3,12.79,2.9,37.27,186.35,BRL,13.04,24.23,65.0
20484,2023-08-14,2023,8,Q3,205,1,3,4,1,120.67,2.6,117.59,2027.41,MXN,32.93,84.66,72.0
1546,2023-08-14,2023,8,Q3,308,2,4,2,3,28.22,3.7,81.51,407.55,BRL,28.53,52.98,65.0
7084,2023-08-14,2023,8,Q3,114,3,3,3,3,10.26,3.5,29.71,123791.67,COP,9.51,20.2,68.0
17625,2023-08-14,2023,8,Q3,109,1,3,3,4,20.53,0.0,82.08,1415.17,MXN,30.37,51.71,63.0
19340,2023-08-14,2023,8,Q3,210,2,4,4,1,49.84,1.2,49.26,246.3,BRL,15.76,33.5,68.0
9641,2023-08-14,2023,8,Q3,103,4,6,3,3,12.5,0.2,37.44,13866.67,ARS,13.1,24.34,65.0
2730,2023-08-14,2023,8,Q3,109,2,2,3,4,20.22,4.6,77.15,385.75,BRL,28.55,48.6,63.0
17035,2023-08-14,2023,8,Q3,409,2,6,6,2,35.1,4.9,66.78,333.9,BRL,24.04,42.74,64.0
3906,2023-08-14,2023,8,Q3,408,5,6,3,4,97.08,12.2,340.84,309854.55,CLP,98.84,242.0,71.0
28033,2023-08-14,2023,8,Q3,305,1,5,2,3,22.36,1.0,66.43,1145.34,MXN,23.91,42.52,64.0
4476,2023-08-14,2023,8,Q3,301,5,5,2,4,34.95,1.4,137.81,125281.82,CLP,48.23,89.58,65.0
17125,2023-08-14,2023,8,Q3,102,4,4,1,5,11.77,4.4,56.23,20825.93,ARS,19.68,36.55,65.0
25388,2023-08-14,2023,8,Q3,201,5,7,4,2,85.32,4.6,162.86,148054.55,CLP,48.86,114.0,70.0
7054,2023-08-14,2023,8,Q3,208,5,7,4,1,52.98,2.3,51.74,47036.36,CLP,16.56,35.18,68.0
6448,2023-08-14,2023,8,Q3,404,2,6,6,2,37.91,12.2,66.57,332.85,BRL,22.63,43.94,66.0
19055,2023-08-14,2023,8,Q3,401,1,6,3,2,32.36,5.0,61.47,1059.83,MXN,22.13,39.34,64.0
11940,2023-08-14,2023,8,Q3,408,3,6,2,2,101.33,11.1,180.13,750541.67,COP,52.24,127.89,71.0
5375,2023-08-14,2023,8,Q3,104,2,1,2,2,19.18,8.1,35.24,176.2,BRL,14.1,21.14,60.0
5965,2023-08-14,2023,8,Q3,409,5,1,6,1,33.56,12.1,29.5,26818.18,CLP,10.62,18.88,64.0
11445,2023-08-14,2023,8,Q3,305,3,5,5,6,21.96,3.9,126.59,527458.33,COP,45.57,81.02,64.0
31497,2023-08-14,2023,8,Q3,206,4,4,4,1,65.73,1.4,64.77,23988.89,ARS,19.43,45.34,70.0
10295,2023-08-14,2023,8,Q3,306,2,5,2,2,38.91,1.1,76.97,384.85,BRL,28.48,48.49,63.0
13083,2023-08-14,2023,8,Q3,114,1,1,3,3,9.57,3.9,27.6,475.86,MXN,8.83,18.77,68.0
13250,2023-08-14,2023,8,Q3,304,1,3,5,3,43.93,2.1,128.97,2223.62,MXN,49.01,79.96,62.0
9963,2023-08-14,2023,8,Q3,208,4,4,3,1,52.57,3.4,50.77,18803.7,ARS,16.25,34.52,68.0
5079,2023-08-14,2023,8,Q3,409,2,1,6,1,33.71,3.8,32.42,162.1,BRL,11.67,20.75,64.0
24517,2023-08-14,2023,8,Q3,101,1,4,1,1,23.02,3.9,22.12,381.38,MXN,8.41,13.71,62.0
4902,2023-08-14,2023,8,Q3,204,1,7,3,2,40.81,4.2,78.17,1347.76,MXN,23.45,54.72,70.0
3317,2023-08-14,2023,8,Q3,210,1,4,4,1,53.07,1.8,52.09,898.1,MXN,16.67,35.42,68.0
7269,2023-08-15,2023,8,Q3,202,5,7,4,2,52.75,4.9,100.37,91245.45,CLP,32.12,68.25,68.0
6623,2023-08-15,2023,8,Q3,303,2,5,5,2,24.73,1.0,48.97,244.85,BRL,17.14,31.83,65.0
28726,2023-08-15,2023,8,Q3,107,1,1,2,4,15.5,6.8,57.8,996.55,MXN,23.12,34.68,60.0
24677,2023-08-15,2023,8,Q3,308,2,5,5,3,27.0,1.4,79.83,399.15,BRL,27.94,51.89,65.0
12179,2023-08-15,2023,8,Q3,405,5,1,6,2,25.26,9.1,45.9,41727.27,CLP,16.06,29.84,65.0
9023,2023-08-15,2023,8,Q3,202,2,3,3,2,49.67,3.3,96.05,480.25,BRL,30.74,65.31,68.0
28574,2023-08-15,2023,8,Q3,403,3,6,3,2,23.57,9.6,42.61,177541.67,COP,15.34,27.27,64.0
3278,2023-08-15,2023,8,Q3,210,1,4,4,3,53.16,4.2,152.81,2634.66,MXN,48.9,103.91,68.0
27339,2023-08-15,2023,8,Q3,307,4,3,2,4,30.88,2.5,120.46,44614.81,ARS,40.96,79.5,66.0
5282,2023-08-15,2023,8,Q3,405,2,6,2,1,25.5,10.9,22.71,113.55,BRL,7.95,14.76,65.0
14595,2023-08-15,2023,8,Q3,112,2,6,3,4,10.75,5.1,40.78,203.9,BRL,15.5,25.28,62.0
21423,2023-08-15,2023,8,Q3,306,3,3,5,3,36.46,3.1,106.02,441750.0,COP,39.23,66.79,63.0
24039,2023-08-15,2023,8,Q3,102,4,2,2,2,11.51,7.6,21.29,7885.19,ARS,7.45,13.84,65.0
11024,2023-08-15,2023,8,Q3,404,3,6,3,3,38.39,10.0,103.62,431750.0,COP,35.23,68.39,66.0
5073,2023-08-15,2023,8,Q3,409,1,1,2,1,32.45,3.3,31.37,540.86,MXN,11.29,20.08,64.0
29505,2023-08-15,2023,8,Q3,202,1,4,4,2,54.0,2.4,105.4,1817.24,MXN,33.73,71.67,68.0
3548,2023-08-15,2023,8,Q3,111,1,7,2,6,16.89,3.4,97.83,1686.72,MXN,35.22,62.61,64.0
624,2023-08-15,2023,8,Q3,105,2,7,2,4,15.14,2.7,58.94,294.7,BRL,22.4,36.54,62.0
2052,2023-08-15,2023,8,Q3,108,1,7,2,3,9.98,1.8,29.4,506.9,MXN,10.29,19.11,65.0
15958,2023-08-15,2023,8,Q3,402,1,4,2,4,28.98,2.4,113.18,1951.38,MXN,39.61,73.57,65.0
28937,2023-08-15,2023,8,Q3,204,2,3,3,3,41.79,1.5,123.54,617.7,BRL,37.06,86.48,70.0
30225,2023-08-15,2023,8,Q3,111,1,7,2,3,16.75,2.1,49.19,848.1,MXN,17.71,31.48,64.0
25872,2023-08-16,2023,8,Q3,404,4,6,6,3,37.86,5.3,107.58,39844.44,ARS,36.58,71.0,66.0
11628,2023-08-16,2023,8,Q3,204,3,4,4,1,42.95,2.8,41.75,173958.33,COP,12.52,29.23,70.0
25852,2023-08-16,2023,8,Q3,304,2,5,5,6,43.24,3.8,249.71,1248.55,BRL,94.89,154.82,62.0
12224,2023-08-16,2023,8,Q3,308,2,3,5,4,27.11,3.1,105.12,525.6,BRL,36.79,68.33,65.0
25088,2023-08-16,2023,8,Q3,111,2,3,2,4,16.49,3.2,63.82,319.1,BRL,22.98,40.84,64.0
15276,2023-08-16,2023,8,Q3,205,4,7,4,1,110.9,1.0,109.85,40685.19,ARS,30.76,79.09,72.0
12226,2023-08-16,2023,8,Q3,204,2,3,3,1,42.51,0.4,42.35,211.75,BRL,12.7,29.65,70.0
14812,2023-08-16,2023,8,Q3,201,4,3,4,1,82.31,1.8,80.86,29948.15,ARS,24.26,56.6,70.0
10963,2023-08-16,2023,8,Q3,303,5,3,2,6,27.21,1.6,160.65,146045.45,CLP,56.23,104.42,65.0
1525,2023-08-16,2023,8,Q3,404,1,4,3,2,36.77,2.0,72.05,1242.24,MXN,24.5,47.55,66.0
14941,2023-08-16,2023,8,Q3,201,1,4,4,2,85.46,1.2,168.84,2911.03,MXN,50.65,118.19,70.0
9977,2023-08-16,2023,8,Q3,204,1,3,4,2,40.63,4.2,77.84,1342.07,MXN,23.35,54.49,70.0
20504,2023-08-16,2023,8,Q3,209,3,4,3,4,70.86,1.5,279.19,1163291.67,COP,83.76,195.43,70.0
5886,2023-08-16,2023,8,Q3,111,2,7,2,4,17.69,3.8,68.06,340.3,BRL,24.5,43.56,64.0
8080,2023-08-16,2023,8,Q3,301,3,5,2,5,32.98,2.1,161.44,672666.67,COP,56.5,104.94,65.0
11169,2023-08-16,2023,8,Q3,103,5,4,2,6,12.66,3.7,73.19,66536.36,CLP,25.62,47.57,65.0
27706,2023-08-16,2023,8,Q3,209,3,4,4,1,70.74,0.3,70.54,293916.67,COP,21.16,49.38,70.0
28155,2023-08-16,2023,8,Q3,206,4,4,3,1,65.6,3.6,63.25,23425.93,ARS,18.97,44.28,70.0
2364,2023-08-16,2023,8,Q3,307,3,5,5,4,32.39,1.3,127.85,532708.33,COP,43.47,84.38,66.0
6303,2023-08-16,2023,8,Q3,201,3,4,4,2,82.77,4.5,158.05,658541.67,COP,47.42,110.63,70.0
22023,2023-08-16,2023,8,Q3,308,4,5,2,3,27.3,0.9,81.15,30055.56,ARS,28.4,52.75,65.0
27869,2023-08-16,2023,8,Q3,111,4,4,1,2,17.3,4.1,33.18,12288.89,ARS,11.94,21.24,64.0
5999,2023-08-16,2023,8,Q3,208,2,3,3,3,54.78,2.9,159.53,797.65,BRL,51.05,108.48,68.0
8565,2023-08-16,2023,8,Q3,405,2,6,6,1,25.03,5.2,23.72,118.6,BRL,8.3,15.42,65.0
13881,2023-08-16,2023,8,Q3,107,2,6,2,5,15.41,3.9,74.07,370.35,BRL,29.63,44.44,60.0
5124,2023-08-16,2023,8,Q3,302,4,3,5,5,58.33,0.4,290.33,107529.63,ARS,95.81,194.52,67.0
7415,2023-08-16,2023,8,Q3,301,5,5,5,5,32.55,4.8,154.96,140872.73,CLP,54.24,100.72,65.0
23296,2023-08-16,2023,8,Q3,405,1,4,2,1,27.05,2.1,26.49,456.72,MXN,9.27,17.22,65.0
2413,2023-08-16,2023,8,Q3,112,2,2,2,2,10.49,4.0,20.15,100.75,BRL,7.66,12.49,62.0
30955,2023-08-16,2023,8,Q3,107,2,2,2,5,15.2,10.8,67.8,339.0,BRL,27.12,40.68,60.0
26430,2023-08-17,2023,8,Q3,204,3,3,4,1,41.26,1.8,40.53,168875.0,COP,12.16,28.37,70.0
4613,2023-08-17,2023,8,Q3,105,1,7,2,2,15.41,1.8,30.25,521.55,MXN,11.5,18.75,62.0
30936,2023-08-17,2023,8,Q3,304,1,5,5,4,44.46,2.4,173.51,2991.55,MXN,65.93,107.58,62.0
6067,2023-08-17,2023,8,Q3,405,2,4,2,4,25.3,4.8,96.33,481.65,BRL,33.72,62.61,65.0
19803,2023-08-17,2023,8,Q3,301,4,3,5,3,34.37,2.8,100.19,37107.41,ARS,35.07,65.12,65.0
18226,2023-08-17,2023,8,Q3,208,2,3,4,1,52.21,4.0,50.12,250.6,BRL,16.04,34.08,68.0
12551,2023-08-17,2023,8,Q3,114,5,4,3,4,10.4,3.6,40.11,36463.64,CLP,12.84,27.27,68.0
25335,2023-08-17,2023,8,Q3,406,5,6,2,3,18.88,1.4,55.85,50772.73,CLP,21.22,34.63,62.0
18624,2023-08-17,2023,8,Q3,406,1,6,2,3,18.41,8.5,50.54,871.38,MXN,19.21,31.33,62.0
22159,2023-08-17,2023,8,Q3,404,1,1,6,4,37.65,10.6,134.72,2322.76,MXN,45.8,88.92,66.0
10738,2023-08-17,2023,8,Q3,101,3,1,2,3,24.07,9.4,65.42,272583.33,COP,24.86,40.56,62.0
8338,2023-08-17,2023,8,Q3,105,4,3,2,4,15.06,2.5,58.77,21766.67,ARS,22.33,36.44,62.0
7135,2023-08-17,2023,8,Q3,205,3,3,4,1,115.65,2.6,112.59,469125.0,COP,31.53,81.06,72.0
3636,2023-08-17,2023,8,Q3,305,3,5,5,4,22.22,1.8,87.28,363666.67,COP,31.42,55.86,64.0
14004,2023-08-17,2023,8,Q3,113,2,2,1,4,14.79,14.7,50.5,252.5,BRL,20.2,30.3,60.0
8173,2023-08-17,2023,8,Q3,110,2,4,1,1,13.33,0.8,13.23,66.15,BRL,5.03,8.2,62.0
7192,2023-08-17,2023,8,Q3,110,1,6,1,4,14.47,1.7,56.87,980.52,MXN,21.61,35.26,62.0
1355,2023-08-17,2023,8,Q3,209,2,3,4,2,69.01,0.3,137.66,688.3,BRL,41.3,96.36,70.0
27013,2023-08-17,2023,8,Q3,203,1,7,4,2,97.66,4.1,187.24,3228.28,MXN,52.43,134.81,72.0
20658,2023-08-17,2023,8,Q3,205,5,4,4,1,117.43,0.8,116.48,105890.91,CLP,32.61,83.87,72.0
2010,2023-08-18,2023,8,Q3,307,2,4,5,3,30.78,4.9,87.86,439.3,BRL,29.87,57.99,66.0
20203,2023-08-18,2023,8,Q3,107,1,6,2,3,15.34,5.1,43.66,752.76,MXN,17.46,26.2,60.0
2546,2023-08-18,2023,8,Q3,104,2,1,2,3,19.73,0.3,59.01,295.05,BRL,23.6,35.41,60.0
29066,2023-08-18,2023,8,Q3,104,5,6,1,3,18.17,10.5,48.81,44372.73,CLP,19.52,29.29,60.0
24909,2023-08-18,2023,8,Q3,201,2,3,3,1,85.04,3.5,82.09,410.45,BRL,24.63,57.46,70.0
7050,2023-08-18,2023,8,Q3,113,5,4,1,3,15.52,1.8,45.72,41563.64,CLP,18.29,27.43,60.0
31801,2023-08-18,2023,8,Q3,208,1,4,4,1,51.54,4.9,48.99,844.66,MXN,15.68,33.31,68.0
31177,2023-08-18,2023,8,Q3,407,1,6,2,2,17.3,6.4,32.39,558.45,MXN,11.98,20.41,63.0
15968,2023-08-18,2023,8,Q3,104,4,6,1,2,18.75,0.2,37.41,13855.56,ARS,14.96,22.45,60.0
12281,2023-08-18,2023,8,Q3,207,1,4,4,1,114.27,4.8,108.76,1875.17,MXN,30.45,78.31,72.0
24859,2023-08-18,2023,8,Q3,301,2,5,5,5,33.9,2.1,165.99,829.95,BRL,58.1,107.89,65.0
12152,2023-08-18,2023,8,Q3,106,4,4,2,3,13.22,2.7,38.59,14292.59,ARS,13.89,24.7,64.0
6148,2023-08-18,2023,8,Q3,404,1,1,3,4,38.62,13.1,134.29,2315.34,MXN,45.66,88.63,66.0
15374,2023-08-18,2023,8,Q3,204,1,3,4,1,43.02,1.7,42.31,729.48,MXN,12.69,29.62,70.0
1688,2023-08-18,2023,8,Q3,110,1,4,2,3,14.03,1.4,41.5,715.52,MXN,15.77,25.73,62.0
30851,2023-08-18,2023,8,Q3,306,2,5,5,7,39.19,3.5,264.73,1323.65,BRL,97.95,166.78,63.0
28595,2023-08-18,2023,8,Q3,402,2,6,6,4,29.06,12.8,101.35,506.75,BRL,35.47,65.88,65.0
7298,2023-08-18,2023,8,Q3,108,4,4,1,4,10.1,0.2,40.33,14937.04,ARS,14.12,26.21,65.0
25674,2023-08-18,2023,8,Q3,103,2,7,1,3,13.27,1.3,39.28,196.4,BRL,13.75,25.53,65.0
922,2023-08-18,2023,8,Q3,405,1,1,2,2,26.01,10.2,46.73,805.69,MXN,16.36,30.37,65.0
10350,2023-08-18,2023,8,Q3,103,2,7,2,3,13.56,0.2,40.6,203.0,BRL,14.21,26.39,65.0
3647,2023-08-18,2023,8,Q3,101,3,1,2,3,23.84,9.3,64.87,270291.67,COP,24.65,40.22,62.0
23389,2023-08-18,2023,8,Q3,306,3,5,5,2,38.11,2.1,74.6,310833.33,COP,27.6,47.0,63.0
23218,2023-08-18,2023,8,Q3,407,2,4,2,2,17.12,2.3,33.46,167.3,BRL,12.38,21.08,63.0
1758,2023-08-18,2023,8,Q3,306,1,4,5,4,37.93,0.1,151.52,2612.41,MXN,56.06,95.46,63.0
15029,2023-08-18,2023,8,Q3,101,1,1,2,4,22.17,14.1,76.19,1313.62,MXN,28.95,47.24,62.0
2273,2023-08-18,2023,8,Q3,107,2,6,2,3,15.26,1.4,45.13,225.65,BRL,18.05,27.08,60.0
9464,2023-08-18,2023,8,Q3,406,3,6,3,1,18.4,1.6,18.1,75416.67,COP,6.88,11.22,62.0
3558,2023-08-18,2023,8,Q3,308,2,3,5,6,29.3,1.7,172.77,863.85,BRL,60.47,112.3,65.0
10479,2023-08-18,2023,8,Q3,402,1,6,6,3,26.79,4.5,76.7,1322.41,MXN,26.84,49.86,65.0
