Date,Campaign_New,Canal,Spend,Impressions,Clicks,Engagements,LinkClicks,VideoViews
2024-03-17,Campaign_12,Meta,3494.55,214199,888,66023.0,16.0,
2024-03-17,Campiagn_14,Meta,8072.07,349801,13843,57012.0,7194.0,
2024-03-17,Campaign_50,TikTok,6610.49,713910,3437,,,63153.0
2024-03-17,Campaign_29,Google Ads,4067.346749,886586,28952,0.0,,0.0
2024-03-17,Campaign_86,DV360,3303.49728,19891,0,0.0,,19615.0
2024-03-17,Campaign_62,YouTube,6202.298832,403529,442,392076.0,,391899.0
2024-03-17,Campaign_29,Google Ads,10741.003784,1980700,7741,190610.0,,186799.0
2024-03-17,Campaign_53,TikTok,6538.88,533767,60210,,,277224.0
2024-03-17,Campaign_12,Meta,2236.73,641691,2488,39023.0,0.0,
2024-03-17,Campaign_43,TikTok,11386.32,720116,4841,,,72097.0
2024-03-17,Campaign_50,TikTok,3257.5,282444,777,,,10046.0
2024-03-17,Campiaign_35,Google Ads,564.206302,200145,488,2050.0,,2049.0
2024-03-17,Campaign_43,TikTok,5024.4,377790,3668,,,62552.0
2024-03-17,Campaign_12,Meta,1488.61,300365,659,10884.0,397.0,
2024-03-17,Campiagn_14,Meta,4505.05,394500,19223,71217.0,11715.0,
2024-03-17,Campaign_18,Meta,2281.86,350762,4476,213059.0,0.0,
2024-03-17,Campaign_43,TikTok,5358.28,422457,52254,,,189191.0
2024-03-17,Campiagn_14,Meta,3351.38,750707,1754,28986.0,14.0,
2024-03-17,Campaign_29,Google Ads,4350.887736,1048174,2817,113146.0,,113083.0
2024-03-17,Campaign_50,TikTok,7244.77,1198187,2551,,,9547.0
2024-03-17,Campaign_43,TikTok,3842.43,269814,823,,,11187.0
2024-03-17,Campaign_19,Meta,5477.96,442872,22290,59656.0,12141.0,
2024-03-17,Campiagn_14,Meta,7812.84,178204,3433,17909.0,1637.0,
2024-03-17,Campaign_12,Meta,3482.12,254854,1435,13982.0,792.0,
2024-03-17,Campaign_43,TikTok,1811.49,255410,1434,,,53184.0
2024-03-17,Campaign_12,Meta,1505.03,323070,862,10998.0,543.0,
2024-03-17,Campaign_59,TikTok,56279.13,5109690,32227,,,1097933.0
2024-03-17,Campaign_62,YouTube,2213.330481,340534,645,48719.0,,47726.0
2024-03-17,Campaign_43,TikTok,3771.4,793223,48884,,,390298.0
2024-03-17,Campaign_12,Meta,15138.01,3004300,9831,157847.0,5987.0,
2024-03-17,Campaign_32,Google Ads,14678.289397,4359641,11970,437148.0,,436995.0
2024-03-17,Campaign_65,YouTube,5380.149958,639363,796,87772.0,,87508.0
2024-03-17,Campaign_19,Meta,6560.12,438632,14608,68676.0,8698.0,
2024-03-17,Campaign_12,Meta,3166.62,70644,547,51353.0,472.0,
2024-03-17,Campaign_82,DV360,4027.731759,133487,3880,0.0,,0.0
2024-03-17,Campaign_50,TikTok,53934.04,5576320,48074,,,452361.0
2024-03-17,Campaign_23,Meta,6858.68,457675,15418,59337.0,9471.0,
2024-03-17,Campaign_62,YouTube,4993.44696,260166,415,151619.0,,151682.0
2024-03-17,Campaign_43,TikTok,2066.699999,124677,1191,,,15398.0
2024-03-17,Campiagn_14,Meta,3437.98,90289,1712,34665.0,269.0,
2024-03-17,Campaign_4,DV360,6934.718167,1088437,248,0.0,,502595.0
2024-03-17,Campaign_18,Meta,4008.82,469829,8663,237390.0,10.0,
2024-03-17,Campaign_53,TikTok,5004.92,237495,10293,,,57633.0
2024-03-17,Campaign_13,Meta,6247.28,1104823,2015,1602.0,1563.0,
2024-03-17,Campaign_80,DV360,3816.355007,574278,118,0.0,,334254.0
2024-03-17,Campaign_25,Google Ads,5567.662934,791240,3883,41863.0,,31256.0
2024-03-17,Campaign_82,DV360,4579.128239,747048,1860,0.0,,0.0
2024-03-17,Campiaign_35,Google Ads,446.227054,207300,649,5925.0,,5922.0
2024-03-17,Campiaign_35,Google Ads,1127.969847,447184,1852,4967.0,,4967.0
2024-03-17,Campaign_82,DV360,2340.39936,14092,7,0.0,,13837.0
2024-03-17,Campaign_29,Google Ads,2273.498197,412819,2338,58126.0,,58026.0
2024-03-17,Campaign_43,TikTok,15544.28,1332457,16670,,,192808.0
2024-03-16,Campaign_12,Meta,1461.49,285857,606,10488.0,381.0,
2024-03-16,Campaign_29,Google Ads,6233.995355,796051,1993,29208.0,,29186.0
2024-03-16,Campaign_32,Google Ads,12927.796234,4554729,12033,200432.0,,200364.0
2024-03-16,Campaign_62,YouTube,5018.795362,266913,299,179145.0,,179225.0
2024-03-16,Campaign_24,Meta,7104.13,576460,26884,79834.0,15475.0,
2024-03-16,Campaign_65,YouTube,3219.182472,126184,84,78779.0,,74681.0
2024-03-16,Campaign_19,Meta,4259.01,299029,37254,62821.0,21608.0,
2024-03-16,Campiaign_35,Google Ads,1556.568637,453744,1826,30200.0,,30195.0
2024-03-16,Campiaign_35,Google Ads,2064.833877,717289,2302,20409.0,,20407.0
2024-03-16,Campaign_4,DV360,6971.724431,1132420,227,0.0,,538055.0
2024-03-16,Campaign_29,Google Ads,3108.583525,539630,3422,70369.0,,70279.0
2024-03-16,Campaign_62,YouTube,6231.7104,443196,263,431463.0,,430923.0
2024-03-16,Campiaign_35,Google Ads,1551.021051,454257,1664,6879.0,,6867.0
2024-03-16,Campaign_12,Meta,1459.14,312389,861,11149.0,523.0,
2024-03-16,Campaign_43,TikTok,3984.82,278343,3581,,,40094.0
2024-03-16,Campaign_25,Google Ads,1938.214351,13653,162,0.0,,0.0
2024-03-16,Campaign_53,TikTok,2613.9,145202,12217,,,74015.0
2024-03-16,Campaign_50,TikTok,34462.33,2567880,24056,,,221390.0
2024-03-16,Campaign_13,Meta,6016.47,1057670,1905,1560.0,1527.0,
2024-03-16,Campiagn_14,Meta,55691.18,5992248,93463,3344216.0,38.0,
2024-03-16,Campaign_43,TikTok,5389.6,361987,51175,,,161299.0
2024-03-16,Campaign_43,TikTok,3734.34,800953,48101,,,360362.0
2024-03-16,Campaign_19,Meta,5348.56,431352,22656,58799.0,12138.0,
2024-03-16,Campiaign_35,Google Ads,1449.492329,364114,1344,17155.0,,17148.0
2024-03-16,Campaign_12,Meta,2200.17,610796,2459,36183.0,2.0,
2024-03-16,Campaign_43,TikTok,2292.05,166853,1626,,,18437.0
2024-03-16,Campaign_12,Meta,3689.62,309716,1364,14696.0,757.0,
2024-03-16,Campiagn_14,Meta,3203.98,83287,1448,33177.0,249.0,
2024-03-16,Campaign_21,Meta,5075.54,1016025,2127,42012.0,952.0,
2024-03-16,Campaign_29,Google Ads,14323.362773,3014502,9243,251860.0,,246712.0
2024-03-16,Campiagn_14,Meta,4353.05,397519,19008,66608.0,11306.0,
2024-03-16,Campaign_19,Meta,6381.45,426887,15059,63505.0,8664.0,
2024-03-16,Campiagn_14,Meta,6459.19,575357,2123,261217.0,8.0,
2024-03-16,Campaign_43,TikTok,15495.35,1283477,18508,,,203748.0
2024-03-16,Campaign_82,DV360,4023.115086,145827,4741,0.0,,0.0
2024-03-16,Campaign_50,TikTok,7355.67,1158412,2408,,,9623.0
2024-03-16,Campaign_86,DV360,2683.8528,16160,0,0.0,,15947.0
2024-03-16,Campaign_12,Meta,2142.82,87228,672,70169.0,0.0,
2024-03-16,Campaign_50,TikTok,4082.06,503864,3671,,,73055.0
2024-03-16,Campaign_53,TikTok,6583.72,589022,60830,,,289690.0
2024-03-16,Campaign_62,YouTube,6980.00301,444953,666,430163.0,,429485.0
2024-03-16,Campaign_12,Meta,14837.91,2834924,9219,146954.0,5684.0,
2024-03-16,Campaign_18,Meta,2198.33,302859,4956,190806.0,0.0,
2024-03-16,Campaign_43,TikTok,3861.58,254830,884,,,11638.0
2024-03-16,Campaign_50,TikTok,6536.23,765369,3533,,,63920.0
2024-03-16,Campaign_64,YouTube,16170.064519,1060790,1423,1025887.0,,1025490.0
2024-03-16,Campaign_80,DV360,3821.264591,597029,130,0.0,,333009.0
2024-03-16,Campiagn_14,Meta,6216.42,1232019,3014,46451.0,1364.0,
2024-03-16,Campaign_62,YouTube,2035.626675,147542,303,54506.0,,50849.0
2024-03-16,Campiagn_14,Meta,7428.52,166139,3435,16652.0,1578.0,
2024-03-16,Campaign_12,Meta,1417.14,295122,596,10207.0,362.0,
2024-03-16,Campaign_29,Google Ads,3915.653563,505404,22925,0.0,,0.0
2024-03-16,Campaign_82,DV360,4572.923118,803823,2481,0.0,,0.0
2024-03-16,Campaign_25,Google Ads,5618.664149,595205,4563,101031.0,,75142.0
2024-03-16,Campaign_43,TikTok,4610.44,560491,43958,,,132617.0
2024-03-16,Campaign_82,DV360,1905.26976,11472,12,0.0,,11246.0
2024-03-16,Campaign_86,DV360,2777.02368,16721,0,0.0,,16465.0
2024-03-16,Campaign_29,Google Ads,7259.624313,1463345,3502,184815.0,,184718.0
2024-03-16,Campaign_43,TikTok,5002.81,362747,3512,,,62909.0
2024-03-16,Campaign_18,Meta,4384.63,347427,716,186286.0,35.0,
2024-03-16,Campiagn_14,Meta,3295.22,707842,1685,27491.0,8.0,
2024-03-16,Campaign_18,Meta,3928.51,441009,8724,238875.0,4.0,
2024-03-16,Campaign_59,TikTok,54835.14,5243759,36724,,,1364150.0
2024-03-16,Campaign_12,Meta,2107.65,466154,1079,15938.0,643.0,
2024-03-16,Campaign_13,Meta,22408.84,688733,955,58252.0,382.0,
2024-03-16,Campaign_29,Google Ads,3281.219756,300014,15864,1137.0,,0.0
2024-03-16,Campaign_43,TikTok,11395.89,672815,3872,,,67316.0
2024-03-16,Campaign_29,Google Ads,3940.510589,709133,26651,0.0,,0.0
2024-03-16,Campaign_12,Meta,1764.6,373643,729,12637.0,433.0,
2024-03-16,Campiagn_14,Meta,7766.97,315182,15074,56821.0,7380.0,
2024-03-16,Campaign_62,YouTube,2292.526074,108498,161,82896.0,,82957.0
2024-03-16,Campiagn_14,Meta,6722.16,1520391,3989,63267.0,1451.0,
2024-03-16,Campaign_50,TikTok,3234.94,273696,772,,,9957.0
2024-03-16,Campiaign_35,Google Ads,1395.822972,233043,565,26824.0,,26817.0
2024-03-16,Campaign_43,TikTok,2089.52,122298,914,,,13270.0
2024-03-16,Campaign_23,Meta,6705.04,430222,15188,55517.0,9313.0,
2024-03-16,Campaign_43,TikTok,8297.34,1218416,2595,,,11119.0
2024-03-16,Campaign_65,YouTube,5530.261605,550230,528,105836.0,,105560.0
2024-03-16,Campaign_53,TikTok,4225.3,169969,8660,,,42720.0
2024-03-16,Campaign_76,DV360,5083.028962,861487,2504,0.0,,0.0
2024-03-16,Campaign_12,Meta,3180.11,196796,727,61874.0,16.0,
2024-03-16,Campaign_43,TikTok,1697.36,231614,1314,,,55351.0
2024-03-16,Campiagn_14,Meta,8711.1,470436,3801,32472.0,1919.0,
2024-03-16,Campaign_50,TikTok,53631.22,5399834,49778,,,470606.0
2024-03-16,Campiaign_35,Google Ads,1062.995374,324942,840,2379.0,,2377.0
2024-03-16,Campaign_62,YouTube,2059.238569,236201,657,58127.0,,57002.0
2024-03-16,Campaign_12,Meta,2964.99,64222,384,48070.0,335.0,
2024-03-16,Campaign_82,DV360,2387.73216,14377,0,0.0,,14141.0
2024-03-16,Campiagn_14,Meta,14658.36,1389302,2648,504636.0,2092.0,
2024-03-16,Campaign_12,Meta,1474.01,301709,738,10552.0,463.0,
2024-03-16,Campiagn_14,Meta,3060.82,87967,2441,18848.0,1774.0,
2024-03-15,Campaign_82,DV360,2412.47808,14526,5,0.0,,14269.0
2024-03-15,Campaign_12,Meta,1185.26,250767,739,9258.0,446.0,
2024-03-15,Campaign_62,YouTube,2119.39604,170899,537,52982.0,,49419.0
2024-03-15,Campaign_19,Meta,5082.42,395998,22814,58019.0,12179.0,
2024-03-15,Campaign_62,YouTube,2163.726929,165706,360,55092.0,,47954.0
2024-03-15,Campaign_62,YouTube,2296.371973,107669,162,82019.0,,82080.0
2024-03-15,Campaign_53,TikTok,6648.69,681312,61785,,,320018.0
2024-03-15,Campaign_29,Google Ads,5277.340931,934454,2055,158057.0,,157981.0
2024-03-15,Campaign_53,TikTok,2827.53,63545,7077,,,26400.0
2024-03-15,Campaign_4,DV360,6983.643536,1124673,215,0.0,,506761.0
2024-03-15,Campiagn_14,Meta,7068.74,174948,4518,22503.0,2193.0,
2024-03-15,Campaign_19,Meta,6418.97,395796,16469,62173.0,9416.0,
2024-03-15,Campiagn_14,Meta,6194.7,1201116,3265,50454.0,1434.0,
2024-03-15,Campiagn_14,Meta,30529.3,2444151,44072,1384955.0,30.0,
2024-03-15,Campiagn_14,Meta,3568.72,169282,6910,31042.0,3001.0,
2024-03-15,Campaign_29,Google Ads,12142.151845,2968049,10359,140298.0,,135173.0
2024-03-15,Campaign_13,Meta,5829.72,1040988,1827,1418.0,1390.0,
2024-03-15,Campaign_29,Google Ads,3387.134784,489420,2951,77020.0,,76885.0
2024-03-15,Campaign_62,YouTube,6243.210954,416124,351,404800.0,,404446.0
2024-03-15,Campaign_18,Meta,4350.6,358446,711,187637.0,33.0,
2024-03-15,Campiagn_14,Meta,13974.46,675667,4872,339884.0,3481.0,
2024-03-15,Campaign_12,Meta,1676.79,506315,2894,33311.0,4.0,
2024-03-15,Campaign_43,TikTok,5440.61,375780,52604,,,170794.0
2024-03-15,Campaign_13,Meta,12267.62,397962,488,33154.0,204.0,
2024-03-15,Campaign_29,Google Ads,5721.583964,445089,26702,1741.0,,0.0
2024-03-15,Campaign_82,DV360,4576.899206,743039,2585,0.0,,0.0
2024-03-15,Campaign_50,TikTok,7292.15,1136429,2314,,,9637.0
2024-03-15,Campaign_64,YouTube,16203.375659,1007583,1588,972156.0,,972046.0
2024-03-15,Campaign_12,Meta,3807.55,241120,1404,12722.0,821.0,
2024-03-15,Campaign_59,TikTok,25385.09,1892178,13499,,,491249.0
2024-03-15,Campaign_25,Google Ads,5119.602431,710925,4151,73050.0,,54089.0
2024-03-15,Campaign_76,DV360,5082.163321,870690,2691,0.0,,0.0
2024-03-15,Campaign_50,TikTok,4063.04,512562,3200,,,79011.0
2024-03-15,Campiagn_14,Meta,3314.83,698648,1879,29813.0,12.0,
2024-03-15,Campaign_50,TikTok,34556.58,2723562,26213,,,249882.0
2024-03-15,Campaign_50,TikTok,53579.76,5808712,55472,,,553381.0
2024-03-15,Campiaign_35,Google Ads,2093.905655,613416,2280,16023.0,,16010.0
2024-03-15,Campaign_24,Meta,6903.87,523079,26874,76839.0,15386.0,
2024-03-15,Campiaign_35,Google Ads,1562.023597,259878,561,25154.0,,25142.0
2024-03-15,Campaign_43,TikTok,3935.31,274794,3260,,,42569.0
2024-03-15,Campaign_65,YouTube,5617.792639,745398,649,110237.0,,109701.0
2024-03-15,Campaign_43,TikTok,3747.01,267347,929,,,10595.0
2024-03-15,Campaign_62,YouTube,2457.766598,350400,574,51383.0,,50794.0
2024-03-15,Campaign_12,Meta,2894.26,63827,346,50249.0,326.0,
2024-03-15,Campiagn_14,Meta,6406.51,581127,2357,251011.0,20.0,
2024-03-15,Campaign_43,TikTok,8353.18,1173298,2507,,,11437.0
2024-03-15,Campiaign_35,Google Ads,1468.505214,336254,1089,19088.0,,19076.0
2024-03-15,Campaign_62,YouTube,6998.857229,439225,693,424408.0,,424228.0
2024-03-15,Campaign_18,Meta,4188.71,281507,3305,151704.0,24.0,
2024-03-15,Campaign_62,YouTube,5028.920243,252170,317,164768.0,,164800.0
2024-03-15,Campaign_86,DV360,2856.07776,17197,0,0.0,,16973.0
2024-03-15,Campaign_12,Meta,12074.53,726992,1145,435069.0,11.0,
2024-03-15,Campaign_43,TikTok,12743.52,1196079,17111,,,197569.0
2024-03-15,Campiaign_35,Google Ads,1641.478036,495748,2094,8313.0,,8268.0
2024-03-15,Campaign_25,Google Ads,1985.229288,10283,134,0.0,,0.0
2024-03-15,Campaign_12,Meta,3385.92,213404,813,66194.0,20.0,
2024-03-15,Campaign_82,DV360,4002.176905,157390,4909,0.0,,0.0
2024-03-15,Campaign_29,Google Ads,3384.890039,645380,1267,3023.0,,3003.0
2024-03-15,Campaign_12,Meta,2092.13,104823,1073,77583.0,1.0,
2024-03-15,Campaign_43,TikTok,1985.23,119194,1068,,,16127.0
2024-03-15,Campaign_82,DV360,3312.96384,19948,0,0.0,,19694.0
2024-03-15,Campaign_12,Meta,14607.42,2769067,8901,145118.0,5376.0,
2024-03-15,Campaign_50,TikTok,3207.94,268712,747,,,9936.0
2024-03-15,Campiagn_14,Meta,4347.35,374645,19121,67065.0,11287.0,
2024-03-15,Campiaign_35,Google Ads,1608.801269,439310,1535,9008.0,,8998.0
2024-03-15,Campaign_18,Meta,2132.82,299816,4644,152652.0,1.0,
2024-03-15,Campaign_29,Google Ads,3894.170228,458638,22002,1.0,,0.0
2024-03-15,Campaign_43,TikTok,5267.94,333231,2156,,,31669.0
2024-03-15,Campaign_43,TikTok,3768.78,804138,50253,,,345860.0
2024-03-15,Campaign_12,Meta,1194.72,248240,524,9184.0,310.0,
2024-03-15,Campaign_12,Meta,1189.72,259405,711,9773.0,451.0,
2024-03-15,Campaign_12,Meta,2199.07,592977,2503,35950.0,2.0,
2024-03-15,Campiaign_35,Google Ads,1712.426473,487578,1090,12231.0,,12224.0
2024-03-15,Campiagn_14,Meta,6833.1,1514630,3878,66514.0,1314.0,
2024-03-15,Campaign_50,TikTok,6602.98,689959,3760,,,71498.0
2024-03-15,Campaign_43,TikTok,4774.8,552506,45848,,,158580.0
2024-03-15,Campaign_12,Meta,2511.0,632647,2505,41672.0,2.0,
2024-03-15,Campaign_43,TikTok,4968.46,381911,3725,,,64157.0
2024-03-15,Campiagn_14,Meta,8985.15,502339,4203,35607.0,2205.0,
2024-03-15,Campaign_29,Google Ads,3932.919529,808703,25847,0.0,,0.0
2024-03-15,Campiagn_14,Meta,3177.78,83030,1468,34825.0,262.0,
2024-03-15,Campaign_21,Meta,4980.42,965560,2226,42519.0,1001.0,
2024-03-15,Campaign_12,Meta,1488.81,319712,721,12016.0,423.0,
2024-03-15,Campaign_32,Google Ads,14259.67858,5529908,14377,187396.0,,187343.0
2024-03-15,Campaign_65,YouTube,3218.811308,110633,81,76082.0,,71785.0
2024-03-15,Campaign_86,DV360,4590.94944,27643,0,0.0,,27336.0
2024-03-15,Campaign_19,Meta,4265.63,294287,37109,62176.0,21372.0,
2024-03-15,Campaign_80,DV360,3827.324528,592137,122,0.0,,340077.0
2024-03-15,Campaign_43,TikTok,2241.43,161664,1853,,,19507.0
2024-03-15,Campaign_12,Meta,1178.36,234143,536,9024.0,326.0,
2024-03-15,Campaign_43,TikTok,987.65,112001,708,,,24801.0
2024-03-15,Campaign_43,TikTok,2017.06,187318,1115,,,16690.0
2024-03-15,Campaign_12,Meta,2089.389999,465939,1111,17005.0,667.0,
2024-03-15,Campaign_53,TikTok,2599.81,140365,12034,,,70310.0
2024-03-15,Campaign_23,Meta,6712.19,446986,16385,58608.0,9905.0,
2024-03-15,Campiagn_14,Meta,2944.14,93915,2265,18905.0,1523.0,
2024-03-14,Campaign_50,TikTok,4059.11,505710,2397,,,82737.0
2024-03-14,Campaign_65,YouTube,3228.251581,118794,125,74272.0,,70050.0
2024-03-14,Campaign_82,DV360,4577.81241,777540,2505,0.0,,0.0
2024-03-14,Campaign_29,Google Ads,4182.860199,819080,27797,0.0,,0.0
2024-03-14,Campaign_12,Meta,1430.13,336756,984,12852.0,594.0,
2024-03-14,Campiagn_14,Meta,3213.74,90788,1568,41316.0,314.0,
2024-03-14,Campaign_29,Google Ads,5419.229082,343814,21078,1052.0,,0.0
2024-03-14,Campaign_62,YouTube,2090.990769,174825,691,48688.0,,45882.0
2024-03-14,Campiagn_14,Meta,6281.28,1269685,3564,55473.0,1560.0,
2024-03-14,Campaign_29,Google Ads,9085.105382,2617926,7509,41263.0,,37217.0
2024-03-14,Campiaign_35,Google Ads,1533.06182,298057,587,51399.0,,51366.0
2024-03-14,Campaign_76,DV360,5087.356127,840822,2538,0.0,,0.0
2024-03-14,Campaign_12,Meta,12332.28,739346,1157,492886.0,16.0,
2024-03-14,Campaign_29,Google Ads,3732.179874,350758,1510,108218.0,,107862.0
2024-03-14,Campaign_12,Meta,3349.77,182087,1238,11871.0,716.0,
2024-03-14,Campaign_12,Meta,3155.25,833239,3340,56478.0,1.0,
2024-03-14,Campaign_4,DV360,6980.247317,1177711,249,0.0,,537371.0
2024-03-14,Campaign_18,Meta,4398.95,368187,564,201349.0,26.0,
2024-03-14,Campaign_50,TikTok,6546.37,802361,4603,,,85909.0
2024-03-14,Campaign_50,TikTok,39657.21,4301992,44390,,,490579.0
2024-03-14,Campiagn_14,Meta,4210.91,374239,19037,67478.0,11564.0,
2024-03-14,Campiaign_35,Google Ads,1612.362281,572380,2041,6351.0,,4785.0
2024-03-14,Campaign_43,TikTok,1006.94,75349,691,,,8902.0
2024-03-14,Campiagn_14,Meta,8487.42,487463,4262,34590.0,2280.0,
2024-03-14,Campaign_50,TikTok,34439.69,2971309,27673,,,281382.0
2024-03-14,Campaign_12,Meta,3054.62,69400,388,57909.0,376.0,
2024-03-14,Campaign_62,YouTube,2302.22345,107754,140,82851.0,,82925.0
2024-03-14,Campaign_64,YouTube,15474.439678,929498,1683,897139.0,,897112.0
2024-03-14,Campiagn_14,Meta,2922.74,102692,2616,20005.0,1701.0,
2024-03-14,Campaign_53,TikTok,2683.09,132987,12337,,,69299.0
2024-03-14,Campaign_86,DV360,3079.28928,18541,0,0.0,,18311.0
2024-03-14,Campaign_29,Google Ads,3602.334457,736558,1247,6428.0,,6423.0
2024-03-14,Campaign_43,TikTok,3877.77,296068,796,,,12052.0
2024-03-14,Campiaign_35,Google Ads,1466.135083,338476,806,26364.0,,26341.0
2024-03-14,Campaign_62,YouTube,5039.529518,239507,391,155573.0,,155630.0
2024-03-14,Campaign_62,YouTube,6261.263541,406512,449,395443.0,,395232.0
2024-03-14,Campaign_12,Meta,3236.03,203111,882,66775.0,19.0,
2024-03-14,Campaign_43,TikTok,4014.25,342253,3701,,,45594.0
2024-03-14,Campaign_53,TikTok,6703.57,632777,64951,,,307527.0
2024-03-14,Campaign_43,TikTok,4733.21,363987,46248,,,162396.0
2024-03-14,Campiagn_14,Meta,6790.51,1578630,4081,70830.0,1403.0,
2024-03-14,Campaign_43,TikTok,2316.42,220336,1298,,,20015.0
2024-03-14,Campaign_65,YouTube,5679.961147,594986,974,104133.0,,103432.0
2024-03-14,Campaign_12,Meta,2120.71,523909,1373,19098.0,817.0,
2024-03-14,Campaign_43,TikTok,10380.46,1131309,17167,,,218182.0
2024-03-14,Campaign_12,Meta,2058.639999,597250,2413,34112.0,1.0,
2024-03-14,Campaign_43,TikTok,8391.86,1208884,2515,,,12107.0
2024-03-14,Campiagn_14,Meta,14097.71,427386,6593,299236.0,4662.0,
2024-03-14,Campaign_50,TikTok,3225.23,284529,750,,,10388.0
2024-03-14,Campaign_50,TikTok,7378.96,1156277,2273,,,10119.0
2024-03-14,Campiaign_35,Google Ads,2000.11651,972685,1865,664.0,,662.0
2024-03-14,Campaign_24,Meta,7128.65,539381,29412,80741.0,16555.0,
2024-03-14,Campaign_43,TikTok,5017.92,421750,3597,,,68855.0
2024-03-14,Campaign_29,Google Ads,3853.772354,564519,22425,0.0,,0.0
2024-03-14,Campaign_62,YouTube,2492.345917,319106,778,50808.0,,50018.0
2024-03-14,Campaign_82,DV360,3086.09856,18582,0,0.0,,18363.0
2024-03-14,Campaign_18,Meta,4261.859999,204255,3386,50633.0,178.0,
2024-03-14,Campaign_29,Google Ads,4747.117533,1422862,2965,59988.0,,59940.0
2024-03-14,Campaign_43,TikTok,2286.97,185306,2765,,,23350.0
2024-03-14,Campaign_80,DV360,3822.80823,617963,138,0.0,,346338.0
2024-03-14,Campiaign_35,Google Ads,1227.28004,213302,428,23175.0,,23170.0
2024-03-14,Campaign_82,DV360,2520.76224,15178,4,0.0,,14926.0
2024-03-14,Campaign_12,Meta,1401.62,315383,660,11991.0,401.0,
2024-03-14,Campaign_12,Meta,1052.43,61454,895,43148.0,0.0,
2024-03-14,Campaign_82,DV360,4018.203916,156774,4448,0.0,,0.0
2024-03-14,Campaign_12,Meta,1731.9,405061,1072,15705.0,654.0,
2024-03-14,Campaign_86,DV360,4146.1872,24965,0,0.0,,24695.0
2024-03-14,Campaign_12,Meta,2130.76,677900,3978,45257.0,4.0,
2024-03-14,Campaign_19,Meta,4297.8,277019,37617,63231.0,21866.0,
2024-03-14,Campiaign_35,Google Ads,1681.464133,398513,1083,34381.0,,34353.0
2024-03-14,Campiagn_14,Meta,6442.57,621473,2559,271849.0,26.0,
2024-03-14,Campiagn_14,Meta,7237.29,187805,4695,24856.0,2481.0,
2024-03-14,Campaign_32,Google Ads,15498.5893,4264558,9905,462815.0,,462623.0
2024-03-14,Campaign_62,YouTube,7017.761001,418891,784,405884.0,,405833.0
2024-03-14,Campaign_23,Meta,6464.12,449932,16862,59968.0,10092.0,
2024-03-14,Campaign_19,Meta,5162.14,465881,24576,64212.0,13139.0,
2024-03-14,Campaign_43,TikTok,5244.43,375646,52861,,,170986.0
2024-03-14,Campaign_43,TikTok,4001.62,829778,54280,,,357896.0
2024-03-14,Campaign_25,Google Ads,1968.465936,5429,73,0.0,,0.0
2024-03-14,Campaign_12,Meta,1434.07,305330,697,11983.0,426.0,
2024-03-14,Campaign_25,Google Ads,5888.834262,1324614,4949,19782.0,,13397.0
2024-03-14,Campaign_21,Meta,4997.05,1059653,2374,47825.0,968.0,
2024-03-14,Campaign_13,Meta,6207.83,1120704,2169,1543.0,1509.0,
2024-03-14,Campaign_12,Meta,14849.18,2796720,10117,166643.0,6217.0,
2024-03-14,Campaign_13,Meta,9379.75,317781,407,25693.0,161.0,
2024-03-14,Campaign_18,Meta,2113.239999,322244,4870,165001.0,1.0,
2024-03-14,Campiagn_14,Meta,3294.01,729617,1952,31877.0,14.0,
2024-03-14,Campaign_12,Meta,1439.52,329283,936,12038.0,577.0,
2024-03-14,Campaign_19,Meta,6130.04,405457,16317,59281.0,9274.0,
2024-03-13,Campaign_19,Meta,4437.3,322403,37358,61560.0,20169.0,
2024-03-13,Campaign_12,Meta,2211.36,662019,2686,38034.0,1.0,
2024-03-13,Campaign_18,Meta,3898.93,198208,5388,4931.0,19.0,
2024-03-13,Campiagn_14,Meta,6852.2,1644479,4134,72701.0,1398.0,
2024-03-13,Campaign_12,Meta,1420.67,325107,723,12492.0,448.0,
2024-03-13,Campiagn_14,Meta,4410.4,390281,19887,62921.0,11900.0,
2024-03-13,Campiagn_14,Meta,3183.43,92402,1629,41884.0,361.0,
2024-03-13,Campaign_18,Meta,2093.1,332134,5151,171945.0,1.0,
2024-03-13,Campaign_29,Google Ads,5518.466886,372114,23687,566.0,,0.0
2024-03-13,Campiagn_14,Meta,5562.61,348955,3132,24948.0,1675.0,
2024-03-13,Campaign_12,Meta,3024.85,70059,360,58350.0,348.0,
2024-03-13,Campaign_62,YouTube,7040.131447,438799,642,425960.0,,425972.0
2024-03-13,Campiaign_35,Google Ads,1172.313798,578996,1115,8407.0,,8405.0
2024-03-13,Campaign_62,YouTube,6287.209083,420140,404,409386.0,,409369.0
2024-03-13,Campiagn_14,Meta,6363.06,653877,2774,317373.0,19.0,
2024-03-13,Campaign_19,Meta,5357.79,508799,25076,64199.0,13565.0,
2024-03-13,Campaign_82,DV360,2176.31232,13104,4,0.0,,12879.0
2024-03-13,Campaign_29,Google Ads,9416.03429,1695321,5310,218786.0,,214830.0
2024-03-13,Campaign_80,DV360,3824.086982,618279,139,0.0,,281193.0
2024-03-13,Campaign_65,YouTube,3252.486744,150862,112,78944.0,,74765.0
2024-03-13,Campaign_43,TikTok,3873.87,309453,782,,,12513.0
2024-03-13,Campaign_29,Google Ads,2802.096188,250419,732,90458.0,,90157.0
